x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5781432390213013,0.7373800277709961,-6.772361871298926e-07,0.5428060293197632,0.5752757787704468,-0.005326732061803341,0.5566582679748535,0.43546026945114136,-0.005801485851407051,0.574373185634613,0.3421195149421692,-0.009719112887978554,0.5750079154968262,0.26094934344291687,-0.008223253302276134,0.6420971155166626,0.4029964804649353,0.016788948327302933,0.6240198016166687,0.3248146176338196,-0.01042379904538393,0.5948948264122009,0.4287990629673004,-0.026005065068602562,0.6070802211761475,0.4619902968406677,-0.03479769080877304,0.6762418746948242,0.4558522403240204,0.010233093984425068,0.654039204120636,0.36005353927612305,-0.021617848426103592,0.613551676273346,0.4675999581813812,-0.025736669078469276,0.6306735277175903,0.5034446716308594,-0.021053915843367577,0.70522141456604,0.5169917941093445,-0.000903191277757287,0.683501660823822,0.4211357533931732,-0.028173210099339485,0.6366394758224487,0.5154123902320862,-0.009938581846654415,0.6522053480148315,0.5540652275085449,0.009156428277492523,0.7291219830513,0.5778749585151672,-0.013348114676773548,0.7051840424537659,0.505486786365509,-0.02295948937535286,0.6677226424217224,0.5552222728729248,-0.006569976918399334,0.6803523302078247,0.5862314701080322,0.009082038886845112,A
0.5804871320724487,0.7335672378540039,-6.761063104931964e-07,0.5443300604820251,0.5756511688232422,-0.006637420039623976,0.5568488836288452,0.4339624047279358,-0.007046084385365248,0.5752943158149719,0.3396020829677582,-0.0106548136100173,0.5776270627975464,0.26021257042884827,-0.008186890743672848,0.6439189314842224,0.4017981290817261,0.016795476898550987,0.6256223320960999,0.3230742812156677,-0.010319264605641365,0.5956087112426758,0.42795729637145996,-0.02463352121412754,0.6084116697311401,0.45839303731918335,-0.03252369910478592,0.6775014996528625,0.4542478024959564,0.01062691118568182,0.6561263203620911,0.3594765067100525,-0.021069135516881943,0.6143945455551147,0.46801137924194336,-0.023258233442902565,0.6323609352111816,0.5003432631492615,-0.017045151442289352,0.7057871222496033,0.5149925351142883,-0.0005454290076158941,0.6861722469329834,0.4216194748878479,-0.028370875865221024,0.6381961703300476,0.518045961856842,-0.008305561728775501,0.6539019346237183,0.5540298819541931,0.012288850732147694,0.7295077443122864,0.5757234692573547,-0.013209930621087551,0.7090259790420532,0.504937469959259,-0.02359578385949135,0.670063316822052,0.5558520555496216,-0.006307933945208788,0.6816257238388062,0.5852651596069336,0.010361202992498875,A
0.5788967609405518,0.7311040759086609,-6.807386512264202e-07,0.5409556031227112,0.5719358921051025,-0.00561791006475687,0.5547659397125244,0.4292767345905304,-0.005605391226708889,0.5745490193367004,0.3353138864040375,-0.008864207193255424,0.5750919580459595,0.2557303309440613,-0.006180903874337673,0.6401774287223816,0.39617371559143066,0.016952021047472954,0.6222772002220154,0.31661659479141235,-0.011440630070865154,0.5919134616851807,0.42440173029899597,-0.0271401759237051,0.6055415868759155,0.4560512900352478,-0.0360059030354023,0.6746015548706055,0.44972237944602966,0.010191420093178749,0.6528955698013306,0.35229814052581787,-0.02277238480746746,0.6104836463928223,0.4640698730945587,-0.025524428114295006,0.6283437609672546,0.49898597598075867,-0.01941446028649807,0.7028540372848511,0.5116855502128601,-0.0015479724388569593,0.6836487650871277,0.4148453176021576,-0.03028036653995514,0.6352073550224304,0.5137624740600586,-0.010366207920014858,0.650326132774353,0.5523359179496765,0.01043249387294054,0.7265399098396301,0.5721527338027954,-0.014636969193816185,0.7057371735572815,0.5003902912139893,-0.02570619247853756,0.6666806936264038,0.5529927015304565,-0.008763745427131653,0.6778828501701355,0.5828754305839539,0.0077912574633955956,A
0.5791614651679993,0.7309096455574036,-7.030449751255219e-07,0.5432220101356506,0.5728495121002197,-0.004485970363020897,0.5562422871589661,0.4299706518650055,-0.00388831808231771,0.5744819641113281,0.3370548486709595,-0.007001576013863087,0.5753757953643799,0.25689932703971863,-0.004394382704049349,0.6428825855255127,0.39834678173065186,0.019002221524715424,0.623738706111908,0.31836920976638794,-0.009159292094409466,0.5928177237510681,0.4217691421508789,-0.02463337779045105,0.6053844094276428,0.4534658193588257,-0.03297421336174011,0.6757112741470337,0.4511706531047821,0.011706520803272724,0.6542506217956543,0.35155975818634033,-0.021121671423316002,0.6115944981575012,0.4599289298057556,-0.024114469066262245,0.6289291381835938,0.49599719047546387,-0.017790833488106728,0.7037938237190247,0.5120468139648438,-0.0005451376200653613,0.6843539476394653,0.41270577907562256,-0.029316063970327377,0.6363847851753235,0.510519802570343,-0.010155968368053436,0.6519185900688171,0.5500614047050476,0.010417873971164227,0.7282323241233826,0.5731762647628784,-0.014012142084538937,0.7070468664169312,0.4983407258987427,-0.025292279198765755,0.6679561734199524,0.5511572957038879,-0.00849580392241478,0.6791937947273254,0.5828981399536133,0.008222849108278751,A
0.5790700316429138,0.7293224334716797,-7.227316700664232e-07,0.5435776114463806,0.572767972946167,-0.0035204601008445024,0.5581837296485901,0.4309108853340149,-0.0023379388730973005,0.5785400867462158,0.3391011357307434,-0.004624638240784407,0.5827265381813049,0.25893035531044006,-0.0011834953911602497,0.6443352103233337,0.3978426158428192,0.01695401780307293,0.6278106570243835,0.3193683624267578,-0.009781851433217525,0.5962070226669312,0.4230946898460388,-0.024060094729065895,0.6069042086601257,0.4555054306983948,-0.03186916187405586,0.677306056022644,0.4505959153175354,0.00952941831201315,0.6586377620697021,0.3533177971839905,-0.0214961189776659,0.6159971356391907,0.46135061979293823,-0.023560477420687675,0.6322669386863708,0.4973118305206299,-0.01721320115029812,0.7057811617851257,0.5118744373321533,-0.0023705593775957823,0.6873043775558472,0.4154185652732849,-0.0292351134121418,0.6398026943206787,0.5118327140808105,-0.009299160912632942,0.6549296975135803,0.5506200790405273,0.010983925312757492,0.7305422425270081,0.5741538405418396,-0.015432711690664291,0.7094789743423462,0.5001469850540161,-0.026048148050904274,0.6711011528968811,0.5521047711372375,-0.009085776284337044,0.6825394630432129,0.58311527967453,0.007362998556345701,A
0.5779922604560852,0.7254716157913208,-7.370952630481042e-07,0.5428441762924194,0.5722748637199402,-0.005241815932095051,0.559615433216095,0.43187054991722107,-0.0038234328385442495,0.584572434425354,0.34266728162765503,-0.006088238209486008,0.591254711151123,0.2646295428276062,-0.0023860144428908825,0.6449902653694153,0.39792290329933167,0.018611066043376923,0.6293660998344421,0.3176657557487488,-0.010414295829832554,0.597267746925354,0.4195862114429474,-0.02551952935755253,0.6072990894317627,0.4548494815826416,-0.032816287130117416,0.6766137480735779,0.44969573616981506,0.010890385136008263,0.6601426601409912,0.35279297828674316,-0.02126055583357811,0.6165177226066589,0.4584851562976837,-0.022845860570669174,0.6330342292785645,0.49567702412605286,-0.015177182853221893,0.7048590183258057,0.5099353790283203,-0.00229831924661994,0.6900715827941895,0.41295289993286133,-0.032084301114082336,0.6409937143325806,0.5084485411643982,-0.012165221385657787,0.6553141474723816,0.5495455265045166,0.009641728363931179,0.7302894592285156,0.5744088292121887,-0.016946671530604362,0.7141565680503845,0.496187299489975,-0.030095063149929047,0.6730078458786011,0.5478965640068054,-0.012695884332060814,0.680532693862915,0.5829668045043945,0.005373213440179825,A
0.5685029029846191,0.7255943417549133,-7.533479902122053e-07,0.5264804363250732,0.5817391872406006,-0.004652040544897318,0.5349761843681335,0.43975138664245605,-0.0003387940232641995,0.5596276521682739,0.3440733551979065,-2.2064770746510476e-05,0.5676181316375732,0.26898622512817383,0.006387252360582352,0.6062286496162415,0.3910093903541565,0.023578576743602753,0.6060002446174622,0.31189608573913574,-0.005591147113591433,0.5779832005500793,0.4105369448661804,-0.020330924540758133,0.5803506970405579,0.4546515643596649,-0.025865741074085236,0.6416339874267578,0.4324664771556854,0.01525743119418621,0.6448914408683777,0.3429224491119385,-0.015178692527115345,0.6047646999359131,0.45175907015800476,-0.01738324575126171,0.6109880805015564,0.49278202652931213,-0.009505413472652435,0.6762440204620361,0.4872835874557495,0.0009124384960159659,0.6823973059654236,0.39382314682006836,-0.028740692883729935,0.6346346139907837,0.4946315288543701,-0.010664612986147404,0.6353991031646729,0.5407698154449463,0.010822843760251999,0.7094410061836243,0.5529510974884033,-0.014872295781970024,0.7094697952270508,0.47429683804512024,-0.02943333052098751,0.668300449848175,0.5287771821022034,-0.013300140388309956,0.6648176908493042,0.5638327598571777,0.0045658559538424015,A
0.5608825087547302,0.733836829662323,-7.532024710599217e-07,0.5036507844924927,0.6129075288772583,-0.01167488843202591,0.4973158538341522,0.46062639355659485,-0.010471081361174583,0.5152451395988464,0.34885072708129883,-0.011648080311715603,0.511832594871521,0.2714197635650635,-0.006661396939307451,0.5625670552253723,0.39073359966278076,0.012799598276615143,0.568825900554657,0.30537915229797363,-0.01863640546798706,0.5497840046882629,0.4135379195213318,-0.03244758024811745,0.5525620579719543,0.4568207263946533,-0.03685232624411583,0.6054838299751282,0.42571863532066345,0.006529573351144791,0.6132686138153076,0.3332566022872925,-0.02568441443145275,0.5824366211891174,0.45442476868629456,-0.026670347899198532,0.5862826108932495,0.4903416037559509,-0.01777985319495201,0.6468313336372375,0.47356149554252625,-0.006217506714165211,0.6559489965438843,0.3787810206413269,-0.039028629660606384,0.6178072094917297,0.49202775955200195,-0.020593060180544853,0.6163479685783386,0.5349758863449097,0.0016632871702313423,0.6869995594024658,0.5312414169311523,-0.020708424970507622,0.6909506916999817,0.4522596001625061,-0.03800603747367859,0.6559748649597168,0.520914614200592,-0.021906614303588867,0.6500834226608276,0.5569877028465271,-0.0038909201975911856,A
0.5651618838310242,0.7474998235702515,-6.557377218996407e-07,0.49683719873428345,0.6603745818138123,-0.024631233885884285,0.46722838282585144,0.5046398639678955,-0.029107006266713142,0.46587103605270386,0.37039560079574585,-0.03316080942749977,0.4452478587627411,0.29430633783340454,-0.030024388805031776,0.5145991444587708,0.41154634952545166,0.0004294407262932509,0.5271294116973877,0.3175888657569885,-0.031598061323165894,0.5263383388519287,0.4348840117454529,-0.04391581937670708,0.5271427631378174,0.47299233078956604,-0.04790306091308594,0.5653191208839417,0.42464083433151245,-0.0006357429083436728,0.5773124098777771,0.32961827516555786,-0.03326071798801422,0.5657862424850464,0.466180682182312,-0.03411058336496353,0.5611841678619385,0.49114614725112915,-0.026362266391515732,0.6121131181716919,0.4546886682510376,-0.008635091595351696,0.6263426542282104,0.36750245094299316,-0.044880736619234085,0.607247531414032,0.49551886320114136,-0.0269350353628397,0.5983909368515015,0.5310503244400024,-0.00517294742166996,0.6545590162277222,0.4943329989910126,-0.01878289319574833,0.6650838851928711,0.4263855814933777,-0.038821689784526825,0.6455513834953308,0.5100947022438049,-0.023058637976646423,0.6347221732139587,0.5421256422996521,-0.0057239411398768425,A
0.5633677244186401,0.7642755508422852,-6.452864909078926e-07,0.4893348813056946,0.6887558698654175,-0.03088892623782158,0.4467630386352539,0.5371770262718201,-0.03804556280374527,0.4288741946220398,0.3980172276496887,-0.04404890164732933,0.39631450176239014,0.3263658583164215,-0.04205535352230072,0.48502251505851746,0.43389561772346497,0.0009254553006030619,0.49623721837997437,0.32902008295059204,-0.032218124717473984,0.5088890790939331,0.4499666094779968,-0.04538119584321976,0.5051174163818359,0.4889548420906067,-0.04977995902299881,0.5384358763694763,0.436992883682251,0.0030362503603100777,0.5456764101982117,0.34030550718307495,-0.0325477197766304,0.546612024307251,0.47970351576805115,-0.038545873016119,0.5340688228607178,0.4979274272918701,-0.0341922901570797,0.5873828530311584,0.4564417004585266,-0.0021178745664656162,0.5978147983551025,0.36687326431274414,-0.04278811067342758,0.5899889469146729,0.4989820122718811,-0.028041072189807892,0.5766330361366272,0.5313096642494202,-0.0074125053361058235,0.6296740174293518,0.48434120416641235,-0.009479744359850883,0.6391883492469788,0.4157980680465698,-0.031291618943214417,0.6278085708618164,0.5037443041801453,-0.015590528026223183,0.6154831647872925,0.5372846126556396,0.0022269440814852715,A
